stable_id,identifier,display_code,english_name,chinese_name,record_status,canonical_identifier,source_class,material_category,source_menu,source_menu_visible,main_menu_policy,current_rc9_entry,target_entry,periodic_atomic_numbers,periodic_symbols,periodic_relation_groups,duplicate_concept,module,module_disable_behavior,save_compatibility,description_coverage,source_mod,source_commit,source_file,license,relation_provenance,confidence,notes
527,OMNI_PT_FELD,FELD,Feldspar,长石,canonical,OMNI_PT_FELD,omnipack_material,mineral,SC_POWDERS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,8|11|13|14|19|20,O|Na|Al|Si|K|Ca,mineral,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a535656d21fb94c46a05f0091c826151a09adbf7,src/simulation/elements/FELD.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,medium,Original local feldspar glassmaking path.
528,OMNI_PT_CEMT,CEMT,Cement,水泥,canonical,OMNI_PT_CEMT,omnipack_material,engineering,SC_POWDERS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,8|14|20,O|Si|Ca,engineering,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a535656d21fb94c46a05f0091c826151a09adbf7,src/simulation/elements/CEMT.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,medium,Original bounded hydration timer reusing official concrete.
529,OMNI_PT_ALCR,ALCR,Alumina Ceramic,氧化铝陶瓷,canonical,OMNI_PT_ALCR,omnipack_material,ceramic,SC_SOLIDS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,8|13,O|Al,ceramic,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a535656d21fb94c46a05f0091c826151a09adbf7,src/simulation/elements/ALCR.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original high-temperature alumina ceramic material.
530,OMNI_PT_BSGL,BSGL,Borosilicate Glass,硼硅玻璃,canonical,OMNI_PT_BSGL,omnipack_material,glass,SC_SOLIDS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,5|8|14,B|O|Si,glass,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a535656d21fb94c46a05f0091c826151a09adbf7,src/simulation/elements/BSGL.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original refracting borosilicate glass proxy integrated with official optics.
531,OMNI_PT_QGLS,QGLS,Quartz Glass,石英玻璃,canonical,OMNI_PT_QGLS,omnipack_material,glass,SC_SOLIDS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,8|14,O|Si,glass,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a535656d21fb94c46a05f0091c826151a09adbf7,src/simulation/elements/QGLS.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original fused silica quench and optical material proxy.
532,OMNI_PT_RFBK,RFBK,Refractory Brick,耐火砖,canonical,OMNI_PT_RFBK,omnipack_material,ceramic,SC_SOLIDS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,8|13|14,O|Al|Si,ceramic,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a535656d21fb94c46a05f0091c826151a09adbf7,src/simulation/elements/RFBK.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,medium,Original bounded refractory brick firing and quench behavior.
576,OMNI_PT_H2IS,DTER,Hydrogen-2,氢-2,canonical,OMNI_PT_H2IS,omnipack_material,isotope,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,1,H,isotope,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8fbfb74745ba812acd690202a327f933585b27f0,src/simulation/elements/H2IS.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original stable deuterium isotope distinct from official heavy-water DEUT.
577,OMNI_PT_H3IS,TRIT,Hydrogen-3,氢-3,canonical,OMNI_PT_H3IS,omnipack_material,isotope,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,1,H,isotope,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8fbfb74745ba812acd690202a327f933585b27f0,src/simulation/elements/H3IS.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded tritium decay proxy.
578,OMNI_PT_C14I,CTRC,Carbon-14,碳-14,canonical,OMNI_PT_C14I,omnipack_material,isotope,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,6,C,isotope,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8fbfb74745ba812acd690202a327f933585b27f0,src/simulation/elements/C14I.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded carbon tracer isotope.
579,OMNI_PT_CO60,COGM,Cobalt-60,钴-60,canonical,OMNI_PT_CO60,omnipack_material,isotope,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,27,Co,isotope,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8fbfb74745ba812acd690202a327f933585b27f0,src/simulation/elements/CO60.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original neutron-activation and gamma-source proxy.
580,OMNI_PT_SR90,SRBT,Strontium-90,锶-90,canonical,OMNI_PT_SR90,omnipack_material,isotope,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,38,Sr,isotope,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8fbfb74745ba812acd690202a327f933585b27f0,src/simulation/elements/SR90.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded fission-product waste isotope.
581,OMNI_PT_I131,IODR,Iodine-131,碘-131,canonical,OMNI_PT_I131,omnipack_material,isotope,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,53,I,isotope,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8fbfb74745ba812acd690202a327f933585b27f0,src/simulation/elements/I131.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original short-lived volatile fission-product proxy.
582,OMNI_PT_CS37,CSGM,Caesium-137,铯-137,canonical,OMNI_PT_CS37,omnipack_material,isotope,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,55,Cs,isotope,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8fbfb74745ba812acd690202a327f933585b27f0,src/simulation/elements/CS37.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded caesium contamination isotope.
583,OMNI_PT_TH32,THRT,Thorium-232,钍-232,canonical,OMNI_PT_TH32,omnipack_material,isotope,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,90,Th,isotope,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8fbfb74745ba812acd690202a327f933585b27f0,src/simulation/elements/TH32.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded thorium fuel-cycle proxy.
584,OMNI_PT_U235,UFIS,Uranium-235,铀-235,canonical,OMNI_PT_U235,omnipack_material,isotope,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,92,U,isotope,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8fbfb74745ba812acd690202a327f933585b27f0,src/simulation/elements/U235.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded fissile uranium isotope distinct from official generic URAN.
585,OMNI_PT_U238,UFRT,Uranium-238,铀-238,canonical,OMNI_PT_U238,omnipack_material,isotope,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,92,U,isotope,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8fbfb74745ba812acd690202a327f933585b27f0,src/simulation/elements/U238.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded fertile uranium breeding proxy.
586,OMNI_PT_PU39,PUTF,Plutonium-239,钚-239,canonical,OMNI_PT_PU39,omnipack_material,isotope,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,94,Pu,isotope,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8fbfb74745ba812acd690202a327f933585b27f0,src/simulation/elements/PU39.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded plutonium isotope distinct from official generic PLUT.
587,OMNI_PT_AM41,AMIS,Americium-241,镅-241,canonical,OMNI_PT_AM41,omnipack_material,isotope,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,95,Am,isotope,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8fbfb74745ba812acd690202a327f933585b27f0,src/simulation/elements/AM41.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded americium source and waste isotope.
588,OMNI_PT_CF52,CFNS,Californium-252,锎-252,canonical,OMNI_PT_CF52,omnipack_material,isotope,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,98,Cf,isotope,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8fbfb74745ba812acd690202a327f933585b27f0,src/simulation/elements/CF52.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original strictly budgeted californium neutron-source isotope.
589,OMNI_PT_CH4M,MTHN,Methane,甲烷,canonical,OMNI_PT_CH4M,omnipack_material,organic,SC_GAS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6,H|C,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,4e001049781afde4bcd9d5db250903d73017b269,src/simulation/elements/CH4M.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded methane and steam-reforming implementation.
590,OMNI_PT_ETHA,ETHA,Ethane,乙烷,canonical,OMNI_PT_ETHA,omnipack_material,organic,SC_GAS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6,H|C,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,4e001049781afde4bcd9d5db250903d73017b269,src/simulation/elements/ETHA.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded ethane cracking implementation.
591,OMNI_PT_PROP,PROP,Propane,丙烷,canonical,OMNI_PT_PROP,omnipack_material,organic,SC_GAS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6,H|C,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,4e001049781afde4bcd9d5db250903d73017b269,src/simulation/elements/PROP.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded propane phase and cracking behavior.
592,OMNI_PT_BUTA,BUTA,Butane,丁烷,canonical,OMNI_PT_BUTA,omnipack_material,organic,SC_GAS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6,H|C,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,4e001049781afde4bcd9d5db250903d73017b269,src/simulation/elements/BUTA.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded butane phase and cracking behavior.
593,OMNI_PT_ETHE,ETHE,Ethylene,乙烯,canonical,OMNI_PT_ETHE,omnipack_material,organic,SC_GAS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6,H|C,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,4e001049781afde4bcd9d5db250903d73017b269,src/simulation/elements/ETHE.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded ethylene and canonical polyethylene route.
594,OMNI_PT_METH,MEOH,Methanol,甲醇,canonical,OMNI_PT_METH,omnipack_material,organic,SC_LIQUID,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|8,H|C|O,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,4e001049781afde4bcd9d5db250903d73017b269,src/simulation/elements/METH.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded methanol oxidation and vapour proxy.
595,OMNI_PT_ACET,ACET,Acetone,丙酮,canonical,OMNI_PT_ACET,omnipack_material,organic,SC_LIQUID,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|8,H|C|O,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,cbeimers113/cyens-toy-src,1b74504e4642cd967c0079499b57faa7f37d9668,src/simulation/elements/ACET.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Cyens GPL acetone concept rewritten with current bounded chemistry and no copied update function.
596,OMNI_PT_BENZ,BENZ,Benzene,苯,canonical,OMNI_PT_BENZ,omnipack_material,organic,SC_LIQUID,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6,H|C,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,4e001049781afde4bcd9d5db250903d73017b269,src/simulation/elements/BENZ.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded aromatic synthesis implementation.
597,OMNI_PT_TOLU,TOLU,Toluene,甲苯,canonical,OMNI_PT_TOLU,omnipack_material,organic,SC_LIQUID,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6,H|C,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,4e001049781afde4bcd9d5db250903d73017b269,src/simulation/elements/TOLU.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded toluene synthesis and vapour proxy.
598,OMNI_PT_GLYC,GLYC,Glycerol,甘油,canonical,OMNI_PT_GLYC,omnipack_material,organic,SC_LIQUID,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|8,H|C|O,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,4e001049781afde4bcd9d5db250903d73017b269,src/simulation/elements/GLYC.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded glycerol and deliberately abstract high-energy proxy.
599,OMNI_PT_ACTA,ACTA,Acetic Acid,乙酸,canonical,OMNI_PT_ACTA,omnipack_material,organic,SC_LIQUID,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|8,H|C|O,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,4e001049781afde4bcd9d5db250903d73017b269,src/simulation/elements/ACTA.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded weak-acid oxidation and ketonisation network.
600,OMNI_PT_UREA,UREA,Urea,尿素,canonical,OMNI_PT_UREA,omnipack_material,organic,SC_POWDERS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|7|8,H|C|N|O,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,cbeimers113/cyens-toy-src,1b74504e4642cd967c0079499b57faa7f37d9668,src/simulation/elements/UREA.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Cyens GPL urea concept rewritten with current synthesis hydrolysis and bounded budget.
601,OMNI_PT_FATS,FATS,Fats,油脂,canonical,OMNI_PT_FATS,omnipack_material,organic,SC_LIQUID,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|8,H|C|O,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,4e001049781afde4bcd9d5db250903d73017b269,src/simulation/elements/FATS.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,medium,Original bounded fat saponification implementation distinct from petroleum OIL.
602,OMNI_PT_GLUC,GLUC,Glucose,葡萄糖,canonical,OMNI_PT_GLUC,omnipack_material,organic,SC_POWDERS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|8,H|C|O,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/GLUC.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded biomolecule implementation.
603,OMNI_PT_STRC,STRC,Starch,淀粉,canonical,OMNI_PT_STRC,omnipack_material,polymer,SC_POWDERS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|8,H|C|O,polymer,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/STRC.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded starch hydrolysis implementation.
604,OMNI_PT_CELU,CELU,Cellulose,纤维素,canonical,OMNI_PT_CELU,omnipack_material,polymer,SC_SOLIDS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|8,H|C|O,polymer,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/CELU.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Precise cellulose kept distinct from official biological mixtures.
605,OMNI_PT_PRPE,PRPE,Propylene,丙烯,canonical,OMNI_PT_PRPE,omnipack_material,organic,SC_GAS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6,H|C,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/PRPE.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded propylene polymerisation implementation.
606,OMNI_PT_BDIE,BDIE,Butadiene,丁二烯,canonical,OMNI_PT_BDIE,omnipack_material,organic,SC_GAS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6,H|C,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/BDIE.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded rubber monomer implementation.
607,OMNI_PT_VCHL,VCHL,Vinyl Chloride,氯乙烯,canonical,OMNI_PT_VCHL,omnipack_material,organic,SC_GAS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|17,H|C|Cl,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/VCHL.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded vinyl chloride and canonical chlorine separation.
608,OMNI_PT_STYR,STYR,Styrene,苯乙烯,canonical,OMNI_PT_STYR,omnipack_material,organic,SC_LIQUID,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6,H|C,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/STYR.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded styrene polymerisation implementation.
609,OMNI_PT_TFET,TFET,Tetrafluoroethylene,四氟乙烯,canonical,OMNI_PT_TFET,omnipack_material,organic,SC_GAS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,6|9,C|F,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/TFET.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded fluoropolymer route without manufacturing guidance.
610,OMNI_PT_ADIP,ADIP,Adipic Acid,己二酸,canonical,OMNI_PT_ADIP,omnipack_material,organic,SC_POWDERS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|8,H|C|O,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/ADIP.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded nylon precursor implementation.
611,OMNI_PT_DIAM,DIAM,Diamine,己二胺,canonical,OMNI_PT_DIAM,omnipack_material,organic,SC_POWDERS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|7,H|C|N,organic,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/DIAM.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded diamine proxy.
612,OMNI_PT_ERES,ERES,Epoxy Resin,环氧树脂,canonical,OMNI_PT_ERES,omnipack_material,polymer,SC_LIQUID,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|8,H|C|O,polymer,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/ERES.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,medium,Original bounded thermoset curing implementation.
613,OMNI_PT_PPLY,PPLY,Polypropylene,聚丙烯,canonical,OMNI_PT_PPLY,omnipack_material,polymer,SC_SOLIDS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6,H|C,polymer,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/PPLY.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original polymer property profile distinct from POLY.
614,OMNI_PT_PVCL,PVCL,Polyvinyl Chloride,聚氯乙烯,canonical,OMNI_PT_PVCL,omnipack_material,polymer,SC_SOLIDS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|17,H|C|Cl,polymer,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/PVCL.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded PVC decomposition implementation.
615,OMNI_PT_PSTY,PSTY,Polystyrene,聚苯乙烯,canonical,OMNI_PT_PSTY,omnipack_material,polymer,SC_SOLIDS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6,H|C,polymer,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/PSTY.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original differentiated polystyrene profile.
616,OMNI_PT_NYLN,NYLN,Nylon,尼龙,canonical,OMNI_PT_NYLN,omnipack_material,polymer,SC_SOLIDS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|7|8,H|C|N|O,polymer,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/NYLN.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,high,Original bounded nylon route and material profile.
617,OMNI_PT_RUBR,RUBR,Rubber,橡胶,canonical,OMNI_PT_RUBR,omnipack_material,polymer,SC_SOLIDS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6,H|C,polymer,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/RUBR.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,medium,Original rubber profile with bounded pressure deformation proxy.
618,OMNI_PT_EPXY,EPXY,Cured Epoxy,固化环氧,canonical,OMNI_PT_EPXY,omnipack_material,polymer,SC_SOLIDS,true,organic_menu,material_library:organic,material_library:organic+periodic_table,1|6|8,H|C|O,polymer,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,a24af94f3a3efb2d1b87534128a7cd1b1a31ceca,src/simulation/elements/EPXY.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,medium,Original hard thermoset profile.
